,fertilizer,n,p,k
1167,Urea and ammonium nitrate solutions,167.0,167,167
1168,Urea and ammonium nitrate solutions,168.0,168,168
1169,Urea and ammonium nitrate solutions,169.0,169,169
1170,Urea and ammonium nitrate solutions,170.0,170,170
1171,Urea and ammonium nitrate solutions,171.0,171,171
1172,Urea and ammonium nitrate solutions,172.0,172,172
1173,Urea and ammonium nitrate solutions,173.0,173,173
1174,Urea and ammonium nitrate solutions,174.0,174,174
1175,Urea and ammonium nitrate solutions,175.0,175,175
1176,Urea and ammonium nitrate solutions,176.0,176,176
1177,Urea and ammonium nitrate solutions,177.0,177,177
1178,Urea and ammonium nitrate solutions,178.0,178,178
1179,Urea and ammonium nitrate solutions,179.0,179,179
1180,Urea and ammonium nitrate solutions,180.0,180,180
1181,Urea and ammonium nitrate solutions,181.0,181,181
1182,Urea and ammonium nitrate solutions,182.0,182,182
1183,Urea and ammonium nitrate solutions,183.0,183,183
1184,Urea and ammonium nitrate solutions,184.0,184,184
1185,Urea and ammonium nitrate solutions,185.0,185,185
1186,Urea and ammonium nitrate solutions,186.0,186,186
1187,Urea and ammonium nitrate solutions,187.0,187,187
1188,Urea and ammonium nitrate solutions,188.0,188,188
1189,Urea and ammonium nitrate solutions,189.0,189,189
1190,Urea and ammonium nitrate solutions,190.0,190,190
1191,Urea and ammonium nitrate solutions,191.0,191,191
1192,Urea and ammonium nitrate solutions,192.0,192,192
1193,Urea and ammonium nitrate solutions,193.0,193,193
1194,Urea and ammonium nitrate solutions,194.0,194,194
1195,Urea and ammonium nitrate solutions,195.0,195,195
1196,Urea and ammonium nitrate solutions,196.0,196,196
1197,Urea and ammonium nitrate solutions,197.0,197,197
1198,Urea and ammonium nitrate solutions,198.0,198,198
1199,Urea and ammonium nitrate solutions,199.0,199,199
1200,"Ammonia, anhydrous",0.0,0,0
1201,"Ammonia, anhydrous",1.0,1,1
1202,"Ammonia, anhydrous",2.0,2,2
1203,"Ammonia, anhydrous",3.0,3,3
1204,"Ammonia, anhydrous",4.0,4,4
1205,"Ammonia, anhydrous",5.0,5,5
1206,"Ammonia, anhydrous",6.0,6,6
1207,"Ammonia, anhydrous",7.0,7,7
1208,"Ammonia, anhydrous",8.0,8,8
1209,"Ammonia, anhydrous",9.0,9,9
1210,"Ammonia, anhydrous",10.0,10,10
1211,"Ammonia, anhydrous",11.0,11,11
1212,"Ammonia, anhydrous",12.0,12,12
1213,"Ammonia, anhydrous",13.0,13,13
1214,"Ammonia, anhydrous",14.0,14,14
1215,"Ammonia, anhydrous",15.0,15,15
1216,"Ammonia, anhydrous",16.0,16,16
1217,"Ammonia, anhydrous",17.0,17,17
1218,"Ammonia, anhydrous",18.0,18,18
1219,"Ammonia, anhydrous",19.0,19,19
1220,"Ammonia, anhydrous",20.0,20,20
1221,"Ammonia, anhydrous",21.0,21,21
1222,"Ammonia, anhydrous",22.0,22,22
1223,"Ammonia, anhydrous",23.0,23,23
1224,"Ammonia, anhydrous",24.0,24,24
1225,"Ammonia, anhydrous",25.0,25,25
1226,"Ammonia, anhydrous",26.0,26,26
1227,"Ammonia, anhydrous",27.0,27,27
1228,"Ammonia, anhydrous",28.0,28,28
1229,"Ammonia, anhydrous",29.0,29,29
1230,"Ammonia, anhydrous",30.0,30,30
1231,"Ammonia, anhydrous",31.0,31,31
1232,"Ammonia, anhydrous",32.0,32,32
1233,"Ammonia, anhydrous",33.0,33,33
1234,"Ammonia, anhydrous",34.0,34,34
1235,"Ammonia, anhydrous",35.0,35,35
1236,"Ammonia, anhydrous",36.0,36,36
1237,"Ammonia, anhydrous",37.0,37,37
1238,"Ammonia, anhydrous",38.0,38,38
1239,"Ammonia, anhydrous",39.0,39,39
1240,"Ammonia, anhydrous",40.0,40,40
1241,"Ammonia, anhydrous",41.0,41,41
1242,"Ammonia, anhydrous",42.0,42,42
1243,"Ammonia, anhydrous",43.0,43,43
1244,"Ammonia, anhydrous",44.0,44,44
1245,"Ammonia, anhydrous",45.0,45,45
1246,"Ammonia, anhydrous",46.0,46,46
1247,"Ammonia, anhydrous",47.0,47,47
1248,"Ammonia, anhydrous",48.0,48,48
1249,"Ammonia, anhydrous",49.0,49,49
1250,"Ammonia, anhydrous",50.0,50,50
1251,"Ammonia, anhydrous",51.0,51,51
1252,"Ammonia, anhydrous",52.0,52,52
1253,"Ammonia, anhydrous",53.0,53,53
1254,"Ammonia, anhydrous",54.0,54,54
1255,"Ammonia, anhydrous",55.0,55,55
1256,"Ammonia, anhydrous",56.0,56,56
1257,"Ammonia, anhydrous",57.0,57,57
1258,"Ammonia, anhydrous",58.0,58,58
1259,"Ammonia, anhydrous",59.0,59,59
1260,"Ammonia, anhydrous",60.0,60,60
1261,"Ammonia, anhydrous",61.0,61,61
1262,"Ammonia, anhydrous",62.0,62,62
1263,"Ammonia, anhydrous",63.0,63,63
1264,"Ammonia, anhydrous",64.0,64,64
1265,"Ammonia, anhydrous",65.0,65,65
1266,"Ammonia, anhydrous",66.0,66,66
1267,"Ammonia, anhydrous",67.0,67,67
1268,"Ammonia, anhydrous",68.0,68,68
1269,"Ammonia, anhydrous",69.0,69,69
1270,"Ammonia, anhydrous",70.0,70,70
1271,"Ammonia, anhydrous",71.0,71,71
1272,"Ammonia, anhydrous",72.0,72,72
1273,"Ammonia, anhydrous",73.0,73,73
1274,"Ammonia, anhydrous",74.0,74,74
1275,"Ammonia, anhydrous",75.0,75,75
1276,"Ammonia, anhydrous",76.0,76,76
1277,"Ammonia, anhydrous",77.0,77,77
1278,"Ammonia, anhydrous",78.0,78,78
1279,"Ammonia, anhydrous",79.0,79,79
1280,"Ammonia, anhydrous",80.0,80,80
1281,"Ammonia, anhydrous",81.0,81,81
1282,"Ammonia, anhydrous",82.0,82,82
1283,"Ammonia, anhydrous",83.0,83,83
1284,"Ammonia, anhydrous",84.0,84,84
1285,"Ammonia, anhydrous",85.0,85,85
1286,"Ammonia, anhydrous",86.0,86,86
1287,"Ammonia, anhydrous",87.0,87,87
1288,"Ammonia, anhydrous",88.0,88,88
1289,"Ammonia, anhydrous",89.0,89,89
1290,"Ammonia, anhydrous",90.0,90,90
1291,"Ammonia, anhydrous",91.0,91,91
1292,"Ammonia, anhydrous",92.0,92,92
1293,"Ammonia, anhydrous",93.0,93,93
1294,"Ammonia, anhydrous",94.0,94,94
1295,"Ammonia, anhydrous",95.0,95,95
1296,"Ammonia, anhydrous",96.0,96,96
1297,"Ammonia, anhydrous",97.0,97,97
1298,"Ammonia, anhydrous",98.0,98,98
1299,"Ammonia, anhydrous",99.0,99,99
1300,"Ammonia, anhydrous",100.0,100,100
1301,"Ammonia, anhydrous",101.0,101,101
1302,"Ammonia, anhydrous",102.0,102,102
1303,"Ammonia, anhydrous",103.0,103,103
1304,"Ammonia, anhydrous",104.0,104,104
1305,"Ammonia, anhydrous",105.0,105,105
1306,"Ammonia, anhydrous",106.0,106,106
1307,"Ammonia, anhydrous",107.0,107,107
1308,"Ammonia, anhydrous",108.0,108,108
1309,"Ammonia, anhydrous",109.0,109,109
1310,"Ammonia, anhydrous",110.0,110,110
1311,"Ammonia, anhydrous",111.0,111,111
1312,"Ammonia, anhydrous",112.0,112,112
1313,"Ammonia, anhydrous",113.0,113,113
1314,"Ammonia, anhydrous",114.0,114,114
1315,"Ammonia, anhydrous",115.0,115,115
1316,"Ammonia, anhydrous",116.0,116,116
1317,"Ammonia, anhydrous",117.0,117,117
1318,"Ammonia, anhydrous",118.0,118,118
1319,"Ammonia, anhydrous",119.0,119,119
1320,"Ammonia, anhydrous",120.0,120,120
1321,"Ammonia, anhydrous",121.0,121,121
1322,"Ammonia, anhydrous",122.0,122,122
1323,"Ammonia, anhydrous",123.0,123,123
1324,"Ammonia, anhydrous",124.0,124,124
1325,"Ammonia, anhydrous",125.0,125,125
1326,"Ammonia, anhydrous",126.0,126,126
1327,"Ammonia, anhydrous",127.0,127,127
1328,"Ammonia, anhydrous",128.0,128,128
1329,"Ammonia, anhydrous",129.0,129,129
1330,"Ammonia, anhydrous",130.0,130,130
1331,"Ammonia, anhydrous",131.0,131,131
1332,"Ammonia, anhydrous",132.0,132,132
1333,"Ammonia, anhydrous",133.0,133,133
1334,"Ammonia, anhydrous",134.0,134,134
1335,"Ammonia, anhydrous",135.0,135,135
1336,"Ammonia, anhydrous",136.0,136,136
1337,"Ammonia, anhydrous",137.0,137,137
1338,"Ammonia, anhydrous",138.0,138,138
1339,"Ammonia, anhydrous",139.0,139,139
1340,"Ammonia, anhydrous",140.0,140,140
1341,"Ammonia, anhydrous",141.0,141,141
1342,"Ammonia, anhydrous",142.0,142,142
1343,"Ammonia, anhydrous",143.0,143,143
1344,"Ammonia, anhydrous",144.0,144,144
1345,"Ammonia, anhydrous",145.0,145,145
1346,"Ammonia, anhydrous",146.0,146,146
1347,"Ammonia, anhydrous",147.0,147,147
1348,"Ammonia, anhydrous",148.0,148,148
1349,"Ammonia, anhydrous",149.0,149,149
1350,"Ammonia, anhydrous",150.0,150,150
1351,"Ammonia, anhydrous",151.0,151,151
1352,"Ammonia, anhydrous",152.0,152,152
1353,"Ammonia, anhydrous",153.0,153,153
1354,"Ammonia, anhydrous",154.0,154,154
1355,"Ammonia, anhydrous",155.0,155,155
1356,"Ammonia, anhydrous",156.0,156,156
1357,"Ammonia, anhydrous",157.0,157,157
1358,"Ammonia, anhydrous",158.0,158,158
1359,"Ammonia, anhydrous",159.0,159,159
1360,"Ammonia, anhydrous",160.0,160,160
1361,"Ammonia, anhydrous",161.0,161,161
1362,"Ammonia, anhydrous",162.0,162,162
1363,"Ammonia, anhydrous",163.0,163,163
1364,"Ammonia, anhydrous",164.0,164,164
1365,"Ammonia, anhydrous",165.0,165,165
1366,"Ammonia, anhydrous",166.0,166,166
1367,"Ammonia, anhydrous",167.0,167,167
1368,"Ammonia, anhydrous",168.0,168,168
1369,"Ammonia, anhydrous",169.0,169,169
1370,"Ammonia, anhydrous",170.0,170,170
1371,"Ammonia, anhydrous",171.0,171,171
1372,"Ammonia, anhydrous",172.0,172,172
1373,"Ammonia, anhydrous",173.0,173,173
1374,"Ammonia, anhydrous",174.0,174,174
1375,"Ammonia, anhydrous",175.0,175,175
1376,"Ammonia, anhydrous",176.0,176,176
1377,"Ammonia, anhydrous",177.0,177,177
1378,"Ammonia, anhydrous",178.0,178,178
1379,"Ammonia, anhydrous",179.0,179,179
1380,"Ammonia, anhydrous",180.0,180,180
1381,"Ammonia, anhydrous",181.0,181,181
1382,"Ammonia, anhydrous",182.0,182,182
1383,"Ammonia, anhydrous",183.0,183,183
1384,"Ammonia, anhydrous",184.0,184,184
1385,"Ammonia, anhydrous",185.0,185,185
1386,"Ammonia, anhydrous",186.0,186,186
1387,"Ammonia, anhydrous",187.0,187,187
1388,"Ammonia, anhydrous",188.0,188,188
1389,"Ammonia, anhydrous",189.0,189,189
1390,"Ammonia, anhydrous",190.0,190,190
1391,"Ammonia, anhydrous",191.0,191,191
1392,"Ammonia, anhydrous",192.0,192,192
1393,"Ammonia, anhydrous",193.0,193,193
1394,"Ammonia, anhydrous",194.0,194,194
1395,"Ammonia, anhydrous",195.0,195,195
1396,"Ammonia, anhydrous",196.0,196,196
1397,"Ammonia, anhydrous",197.0,197,197
1398,"Ammonia, anhydrous",198.0,198,198
1399,"Ammonia, anhydrous",199.0,199,199
1400,"Other nitrogenous fertilizers, n.e.c.",0.0,0,0
1401,"Other nitrogenous fertilizers, n.e.c.",1.0,1,1
1402,"Other nitrogenous fertilizers, n.e.c.",2.0,2,2
1403,"Other nitrogenous fertilizers, n.e.c.",3.0,3,3
1404,"Other nitrogenous fertilizers, n.e.c.",4.0,4,4
1405,"Other nitrogenous fertilizers, n.e.c.",5.0,5,5
1406,"Other nitrogenous fertilizers, n.e.c.",6.0,6,6
1407,"Other nitrogenous fertilizers, n.e.c.",7.0,7,7
1408,"Other nitrogenous fertilizers, n.e.c.",8.0,8,8
1409,"Other nitrogenous fertilizers, n.e.c.",9.0,9,9
1410,"Other nitrogenous fertilizers, n.e.c.",10.0,10,10
1411,"Other nitrogenous fertilizers, n.e.c.",11.0,11,11
1412,"Other nitrogenous fertilizers, n.e.c.",12.0,12,12
1413,"Other nitrogenous fertilizers, n.e.c.",13.0,13,13
1414,"Other nitrogenous fertilizers, n.e.c.",14.0,14,14
1415,"Other nitrogenous fertilizers, n.e.c.",15.0,15,15
1416,"Other nitrogenous fertilizers, n.e.c.",16.0,16,16
1417,"Other nitrogenous fertilizers, n.e.c.",17.0,17,17
1418,"Other nitrogenous fertilizers, n.e.c.",18.0,18,18
1419,"Other nitrogenous fertilizers, n.e.c.",19.0,19,19
1420,"Other nitrogenous fertilizers, n.e.c.",20.0,20,20
1421,"Other nitrogenous fertilizers, n.e.c.",21.0,21,21
1422,"Other nitrogenous fertilizers, n.e.c.",22.0,22,22
1423,"Other nitrogenous fertilizers, n.e.c.",23.0,23,23
1424,"Other nitrogenous fertilizers, n.e.c.",24.0,24,24
1425,"Other nitrogenous fertilizers, n.e.c.",25.0,25,25
1426,"Other nitrogenous fertilizers, n.e.c.",26.0,26,26
1427,"Other nitrogenous fertilizers, n.e.c.",27.0,27,27
1428,"Other nitrogenous fertilizers, n.e.c.",28.0,28,28
1429,"Other nitrogenous fertilizers, n.e.c.",29.0,29,29
1430,"Other nitrogenous fertilizers, n.e.c.",30.0,30,30
1431,"Other nitrogenous fertilizers, n.e.c.",31.0,31,31
1432,"Other nitrogenous fertilizers, n.e.c.",32.0,32,32
1433,"Other nitrogenous fertilizers, n.e.c.",33.0,33,33
1434,"Other nitrogenous fertilizers, n.e.c.",34.0,34,34
1435,"Other nitrogenous fertilizers, n.e.c.",35.0,35,35
1436,"Other nitrogenous fertilizers, n.e.c.",36.0,36,36
1437,"Other nitrogenous fertilizers, n.e.c.",37.0,37,37
1438,"Other nitrogenous fertilizers, n.e.c.",38.0,38,38
1439,"Other nitrogenous fertilizers, n.e.c.",39.0,39,39
1440,"Other nitrogenous fertilizers, n.e.c.",40.0,40,40
1441,"Other nitrogenous fertilizers, n.e.c.",41.0,41,41
1442,"Other nitrogenous fertilizers, n.e.c.",42.0,42,42
1443,"Other nitrogenous fertilizers, n.e.c.",43.0,43,43
1444,"Other nitrogenous fertilizers, n.e.c.",44.0,44,44
1445,"Other nitrogenous fertilizers, n.e.c.",45.0,45,45
1446,"Other nitrogenous fertilizers, n.e.c.",46.0,46,46
1447,"Other nitrogenous fertilizers, n.e.c.",47.0,47,47
1448,"Other nitrogenous fertilizers, n.e.c.",48.0,48,48
1449,"Other nitrogenous fertilizers, n.e.c.",49.0,49,49
1450,"Other nitrogenous fertilizers, n.e.c.",50.0,50,50
1451,"Other nitrogenous fertilizers, n.e.c.",51.0,51,51
1452,"Other nitrogenous fertilizers, n.e.c.",52.0,52,52
1453,"Other nitrogenous fertilizers, n.e.c.",53.0,53,53
1454,"Other nitrogenous fertilizers, n.e.c.",54.0,54,54
1455,"Other nitrogenous fertilizers, n.e.c.",55.0,55,55
1456,"Other nitrogenous fertilizers, n.e.c.",56.0,56,56
1457,"Other nitrogenous fertilizers, n.e.c.",57.0,57,57
1458,"Other nitrogenous fertilizers, n.e.c.",58.0,58,58
1459,"Other nitrogenous fertilizers, n.e.c.",59.0,59,59
1460,"Other nitrogenous fertilizers, n.e.c.",60.0,60,60
1461,"Other nitrogenous fertilizers, n.e.c.",61.0,61,61
1462,"Other nitrogenous fertilizers, n.e.c.",62.0,62,62
1463,"Other nitrogenous fertilizers, n.e.c.",63.0,63,63
1464,"Other nitrogenous fertilizers, n.e.c.",64.0,64,64
1465,"Other nitrogenous fertilizers, n.e.c.",65.0,65,65
1466,"Other nitrogenous fertilizers, n.e.c.",66.0,66,66
1467,"Other nitrogenous fertilizers, n.e.c.",67.0,67,67
1468,"Other nitrogenous fertilizers, n.e.c.",68.0,68,68
1469,"Other nitrogenous fertilizers, n.e.c.",69.0,69,69
1470,"Other nitrogenous fertilizers, n.e.c.",70.0,70,70
1471,"Other nitrogenous fertilizers, n.e.c.",71.0,71,71
1472,"Other nitrogenous fertilizers, n.e.c.",72.0,72,72
1473,"Other nitrogenous fertilizers, n.e.c.",73.0,73,73
1474,"Other nitrogenous fertilizers, n.e.c.",74.0,74,74
1475,"Other nitrogenous fertilizers, n.e.c.",75.0,75,75
1476,"Other nitrogenous fertilizers, n.e.c.",76.0,76,76
1477,"Other nitrogenous fertilizers, n.e.c.",77.0,77,77
1478,"Other nitrogenous fertilizers, n.e.c.",78.0,78,78
1479,"Other nitrogenous fertilizers, n.e.c.",79.0,79,79
1480,"Other nitrogenous fertilizers, n.e.c.",80.0,80,80
1481,"Other nitrogenous fertilizers, n.e.c.",81.0,81,81
1482,"Other nitrogenous fertilizers, n.e.c.",82.0,82,82
1483,"Other nitrogenous fertilizers, n.e.c.",83.0,83,83
1484,"Other nitrogenous fertilizers, n.e.c.",84.0,84,84
1485,"Other nitrogenous fertilizers, n.e.c.",85.0,85,85
1486,"Other nitrogenous fertilizers, n.e.c.",86.0,86,86
1487,"Other nitrogenous fertilizers, n.e.c.",87.0,87,87
1488,"Other nitrogenous fertilizers, n.e.c.",88.0,88,88
1489,"Other nitrogenous fertilizers, n.e.c.",89.0,89,89
1490,"Other nitrogenous fertilizers, n.e.c.",90.0,90,90
1491,"Other nitrogenous fertilizers, n.e.c.",91.0,91,91
1492,"Other nitrogenous fertilizers, n.e.c.",92.0,92,92
1493,"Other nitrogenous fertilizers, n.e.c.",93.0,93,93
1494,"Other nitrogenous fertilizers, n.e.c.",94.0,94,94
1495,"Other nitrogenous fertilizers, n.e.c.",95.0,95,95
1496,"Other nitrogenous fertilizers, n.e.c.",96.0,96,96
1497,"Other nitrogenous fertilizers, n.e.c.",97.0,97,97
1498,"Other nitrogenous fertilizers, n.e.c.",98.0,98,98
1499,"Other nitrogenous fertilizers, n.e.c.",99.0,99,99
1500,"Other nitrogenous fertilizers, n.e.c.",100.0,100,100
1501,"Other nitrogenous fertilizers, n.e.c.",101.0,101,101
1502,"Other nitrogenous fertilizers, n.e.c.",102.0,102,102
1503,"Other nitrogenous fertilizers, n.e.c.",103.0,103,103
1504,"Other nitrogenous fertilizers, n.e.c.",104.0,104,104
1505,"Other nitrogenous fertilizers, n.e.c.",105.0,105,105
1506,"Other nitrogenous fertilizers, n.e.c.",106.0,106,106
1507,"Other nitrogenous fertilizers, n.e.c.",107.0,107,107
1508,"Other nitrogenous fertilizers, n.e.c.",108.0,108,108
1509,"Other nitrogenous fertilizers, n.e.c.",109.0,109,109
1510,"Other nitrogenous fertilizers, n.e.c.",110.0,110,110
1511,"Other nitrogenous fertilizers, n.e.c.",111.0,111,111
1512,"Other nitrogenous fertilizers, n.e.c.",112.0,112,112
1513,"Other nitrogenous fertilizers, n.e.c.",113.0,113,113
1514,"Other nitrogenous fertilizers, n.e.c.",114.0,114,114
1515,"Other nitrogenous fertilizers, n.e.c.",115.0,115,115
1516,"Other nitrogenous fertilizers, n.e.c.",116.0,116,116
1517,"Other nitrogenous fertilizers, n.e.c.",117.0,117,117
1518,"Other nitrogenous fertilizers, n.e.c.",118.0,118,118
1519,"Other nitrogenous fertilizers, n.e.c.",119.0,119,119
1520,"Other nitrogenous fertilizers, n.e.c.",120.0,120,120
1521,"Other nitrogenous fertilizers, n.e.c.",121.0,121,121
1522,"Other nitrogenous fertilizers, n.e.c.",122.0,122,122
1523,"Other nitrogenous fertilizers, n.e.c.",123.0,123,123
1524,"Other nitrogenous fertilizers, n.e.c.",124.0,124,124
1525,"Other nitrogenous fertilizers, n.e.c.",125.0,125,125
1526,"Other nitrogenous fertilizers, n.e.c.",126.0,126,126
1527,"Other nitrogenous fertilizers, n.e.c.",127.0,127,127
1528,"Other nitrogenous fertilizers, n.e.c.",128.0,128,128
1529,"Other nitrogenous fertilizers, n.e.c.",129.0,129,129
1530,"Other nitrogenous fertilizers, n.e.c.",130.0,130,130
1531,"Other nitrogenous fertilizers, n.e.c.",131.0,131,131
1532,"Other nitrogenous fertilizers, n.e.c.",132.0,132,132
1533,"Other nitrogenous fertilizers, n.e.c.",133.0,133,133
1534,"Other nitrogenous fertilizers, n.e.c.",134.0,134,134
1535,"Other nitrogenous fertilizers, n.e.c.",135.0,135,135
1536,"Other nitrogenous fertilizers, n.e.c.",136.0,136,136
1537,"Other nitrogenous fertilizers, n.e.c.",137.0,137,137
1538,"Other nitrogenous fertilizers, n.e.c.",138.0,138,138
1539,"Other nitrogenous fertilizers, n.e.c.",139.0,139,139
1540,"Other nitrogenous fertilizers, n.e.c.",140.0,140,140
1541,"Other nitrogenous fertilizers, n.e.c.",141.0,141,141
1542,"Other nitrogenous fertilizers, n.e.c.",142.0,142,142
1543,"Other nitrogenous fertilizers, n.e.c.",143.0,143,143
1544,"Other nitrogenous fertilizers, n.e.c.",144.0,144,144
1545,"Other nitrogenous fertilizers, n.e.c.",145.0,145,145
1546,"Other nitrogenous fertilizers, n.e.c.",146.0,146,146
1547,"Other nitrogenous fertilizers, n.e.c.",147.0,147,147
1548,"Other nitrogenous fertilizers, n.e.c.",148.0,148,148
1549,"Other nitrogenous fertilizers, n.e.c.",149.0,149,149
1550,"Other nitrogenous fertilizers, n.e.c.",150.0,150,150
1551,"Other nitrogenous fertilizers, n.e.c.",151.0,151,151
1552,"Other nitrogenous fertilizers, n.e.c.",152.0,152,152
1553,"Other nitrogenous fertilizers, n.e.c.",153.0,153,153
1554,"Other nitrogenous fertilizers, n.e.c.",154.0,154,154
1555,"Other nitrogenous fertilizers, n.e.c.",155.0,155,155
1556,"Other nitrogenous fertilizers, n.e.c.",156.0,156,156
1557,"Other nitrogenous fertilizers, n.e.c.",157.0,157,157
1558,"Other nitrogenous fertilizers, n.e.c.",158.0,158,158
1559,"Other nitrogenous fertilizers, n.e.c.",159.0,159,159
1560,"Other nitrogenous fertilizers, n.e.c.",160.0,160,160
1561,"Other nitrogenous fertilizers, n.e.c.",161.0,161,161
1562,"Other nitrogenous fertilizers, n.e.c.",162.0,162,162
1563,"Other nitrogenous fertilizers, n.e.c.",163.0,163,163
1564,"Other nitrogenous fertilizers, n.e.c.",164.0,164,164
1565,"Other nitrogenous fertilizers, n.e.c.",165.0,165,165
1566,"Other nitrogenous fertilizers, n.e.c.",166.0,166,166
1567,"Other nitrogenous fertilizers, n.e.c.",167.0,167,167
1568,"Other nitrogenous fertilizers, n.e.c.",168.0,168,168
1569,"Other nitrogenous fertilizers, n.e.c.",169.0,169,169
1570,"Other nitrogenous fertilizers, n.e.c.",170.0,170,170
1571,"Other nitrogenous fertilizers, n.e.c.",171.0,171,171
1572,"Other nitrogenous fertilizers, n.e.c.",172.0,172,172
1573,"Other nitrogenous fertilizers, n.e.c.",173.0,173,173
1574,"Other nitrogenous fertilizers, n.e.c.",174.0,174,174
1575,"Other nitrogenous fertilizers, n.e.c.",175.0,175,175
1576,"Other nitrogenous fertilizers, n.e.c.",176.0,176,176
1577,"Other nitrogenous fertilizers, n.e.c.",177.0,177,177
1578,"Other nitrogenous fertilizers, n.e.c.",178.0,178,178
1579,"Other nitrogenous fertilizers, n.e.c.",179.0,179,179
1580,"Other nitrogenous fertilizers, n.e.c.",180.0,180,180
1581,"Other nitrogenous fertilizers, n.e.c.",181.0,181,181
1582,"Other nitrogenous fertilizers, n.e.c.",182.0,182,182
1583,"Other nitrogenous fertilizers, n.e.c.",183.0,183,183
1584,"Other nitrogenous fertilizers, n.e.c.",184.0,184,184
1585,"Other nitrogenous fertilizers, n.e.c.",185.0,185,185
1586,"Other nitrogenous fertilizers, n.e.c.",186.0,186,186
1587,"Other nitrogenous fertilizers, n.e.c.",187.0,187,187
1588,"Other nitrogenous fertilizers, n.e.c.",188.0,188,188
1589,"Other nitrogenous fertilizers, n.e.c.",189.0,189,189
1590,"Other nitrogenous fertilizers, n.e.c.",190.0,190,190
1591,"Other nitrogenous fertilizers, n.e.c.",191.0,191,191
1592,"Other nitrogenous fertilizers, n.e.c.",192.0,192,192
1593,"Other nitrogenous fertilizers, n.e.c.",193.0,193,193
1594,"Other nitrogenous fertilizers, n.e.c.",194.0,194,194
1595,"Other nitrogenous fertilizers, n.e.c.",195.0,195,195
1596,"Other nitrogenous fertilizers, n.e.c.",196.0,196,196
1597,"Other nitrogenous fertilizers, n.e.c.",197.0,197,197
1598,"Other nitrogenous fertilizers, n.e.c.",198.0,198,198
1599,"Other nitrogenous fertilizers, n.e.c.",199.0,199,199
1600,Phosphate rock,0.0,0,0
1601,Phosphate rock,1.0,18,1
1602,Phosphate rock,2.0,36,2
1603,Phosphate rock,3.0,54,3
1604,Phosphate rock,4.0,72,4
1605,Phosphate rock,5.0,90,5
1606,Phosphate rock,6.0,108,6
1607,Phosphate rock,7.0,126,7
1608,Phosphate rock,8.0,144,8
1609,Phosphate rock,9.0,162,9
1610,Phosphate rock,10.0,180,10
1611,Phosphate rock,11.0,198,11
1612,Phosphate rock,12.0,216,12
1613,Phosphate rock,13.0,234,13
1614,Phosphate rock,14.0,252,14
1615,Phosphate rock,15.0,270,15
1616,Phosphate rock,16.0,288,16
1617,Phosphate rock,17.0,306,17
1618,Phosphate rock,18.0,324,18
1619,Phosphate rock,19.0,342,19
1620,Phosphate rock,20.0,360,20
1621,Phosphate rock,21.0,378,21
1622,Phosphate rock,22.0,396,22
1623,Phosphate rock,23.0,414,23
1624,Phosphate rock,24.0,432,24
1625,Phosphate rock,25.0,450,25
1626,Phosphate rock,26.0,468,26
1627,Phosphate rock,27.0,486,27
1628,Phosphate rock,28.0,504,28
1629,Phosphate rock,29.0,522,29
1630,Phosphate rock,30.0,540,30
1631,Phosphate rock,31.0,558,31
1632,Phosphate rock,32.0,576,32
1633,Phosphate rock,33.0,594,33
1634,Phosphate rock,34.0,612,34
1635,Phosphate rock,35.0,630,35
1636,Phosphate rock,36.0,648,36
1637,Phosphate rock,37.0,666,37
1638,Phosphate rock,38.0,684,38
1639,Phosphate rock,39.0,702,39
1640,Phosphate rock,40.0,720,40
1641,Phosphate rock,41.0,738,41
1642,Phosphate rock,42.0,756,42
1643,Phosphate rock,43.0,774,43
1644,Phosphate rock,44.0,792,44
1645,Phosphate rock,45.0,810,45
1646,Phosphate rock,46.0,828,46
1647,Phosphate rock,47.0,846,47
1648,Phosphate rock,48.0,864,48
1649,Phosphate rock,49.0,882,49
1650,Phosphate rock,50.0,900,50
1651,Phosphate rock,51.0,918,51
1652,Phosphate rock,52.0,936,52
1653,Phosphate rock,53.0,954,53
1654,Phosphate rock,54.0,972,54
1655,Phosphate rock,55.0,990,55
1656,Phosphate rock,56.0,1008,56
1657,Phosphate rock,57.0,1026,57
1658,Phosphate rock,58.0,1044,58
1659,Phosphate rock,59.0,1062,59
1660,Phosphate rock,60.0,1080,60
1661,Phosphate rock,61.0,1098,61
1662,Phosphate rock,62.0,1116,62
1663,Phosphate rock,63.0,1134,63
1664,Phosphate rock,64.0,1152,64
1665,Phosphate rock,65.0,1170,65
1666,Phosphate rock,66.0,1188,66
1667,Phosphate rock,67.0,1206,67
1668,Phosphate rock,68.0,1224,68
1669,Phosphate rock,69.0,1242,69
1670,Phosphate rock,70.0,1260,70
1671,Phosphate rock,71.0,1278,71
1672,Phosphate rock,72.0,1296,72
1673,Phosphate rock,73.0,1314,73
1674,Phosphate rock,74.0,1332,74
1675,Phosphate rock,75.0,1350,75
1676,Phosphate rock,76.0,1368,76
1677,Phosphate rock,77.0,1386,77
1678,Phosphate rock,78.0,1404,78
1679,Phosphate rock,79.0,1422,79
1680,Phosphate rock,80.0,1440,80
1681,Phosphate rock,81.0,1458,81
1682,Phosphate rock,82.0,1476,82
1683,Phosphate rock,83.0,1494,83
1684,Phosphate rock,84.0,1512,84
1685,Phosphate rock,85.0,1530,85
1686,Phosphate rock,86.0,1548,86
