crop,n,p,k,humidity,temperature,ph
soybean,2.0,1.0,2.0,Moderate,21.80723,77.71084
soybean,2.0,1.0,2.0,Moderate,21.84739,77.77108
soybean,2.0,1.0,2.0,Moderate,21.88755,77.83133
soybean,2.0,1.0,2.0,Moderate,21.92771,77.89157
soybean,2.0,1.0,2.0,Moderate,21.96787,77.95181
soybean,2.0,1.0,2.0,Moderate,22.00803,78.01205
soybean,2.0,1.0,2.0,Moderate,22.04819,78.07229
soybean,2.0,1.0,2.0,Moderate,22.08835,78.13253
soybean,2.0,1.0,2.0,Moderate,22.12851,78.19277
soybean,2.0,1.0,2.0,Moderate,22.16867,78.25301
soybean,2.0,1.0,2.0,Moderate,22.20884,78.31325
soybean,2.0,1.0,2.0,Moderate,22.249,78.37349
soybean,2.0,1.0,2.0,Moderate,22.28916,78.43373
soybean,2.0,1.0,2.0,Moderate,22.32932,78.49398
soybean,2.0,1.0,2.0,Moderate,22.36948,78.55422
soybean,2.0,1.0,2.0,Moderate,22.40964,78.61446
soybean,2.0,1.0,2.0,Moderate,22.4498,78.6747
soybean,2.0,1.0,2.0,Moderate,22.48996,78.73494
soybean,2.0,1.0,2.0,Moderate,22.53012,78.79518
soybean,2.0,1.0,2.0,Moderate,22.57028,78.85542
soybean,2.0,1.0,2.0,Moderate,22.61044,78.91566
soybean,2.0,1.0,2.0,Moderate,22.6506,78.9759
soybean,2.0,1.0,2.0,Moderate,22.69076,79.03614
soybean,2.0,1.0,2.0,Moderate,22.73092,79.09639
soybean,2.0,1.0,2.0,Moderate,22.77108,79.15663
soybean,2.0,1.0,2.0,Moderate,22.81124,79.21687
soybean,2.0,1.0,2.0,Moderate,22.85141,79.27711
soybean,2.0,1.0,2.0,Moderate,22.89157,79.33735
soybean,2.0,1.0,2.0,Moderate,22.93173,79.39759
soybean,2.0,1.0,2.0,Moderate,22.97189,79.45783
soybean,2.0,1.0,2.0,Moderate,23.01205,79.51807
soybean,2.0,1.0,2.0,Moderate,23.05221,79.57831
soybean,2.0,1.0,2.0,Moderate,23.09237,79.63855
soybean,2.0,1.0,2.0,Moderate,23.13253,79.6988
soybean,2.0,1.0,2.0,Moderate,23.17269,79.75904
soybean,2.0,1.0,2.0,Moderate,23.21285,79.81928
soybean,2.0,1.0,2.0,Moderate,23.25301,79.87952
soybean,2.0,1.0,2.0,Moderate,23.29317,79.93976
soybean,2.0,1.0,2.0,Moderate,23.33333,80.0
soybean,2.0,1.0,2.0,Moderate,23.37349,80.06024
soybean,2.0,1.0,2.0,Moderate,23.41365,80.12048
soybean,2.0,1.0,2.0,Moderate,23.45382,80.18072
soybean,2.0,1.0,2.0,Moderate,23.49398,80.24096
soybean,2.0,1.0,2.0,Moderate,23.53414,80.3012
soybean,2.0,1.0,2.0,Moderate,23.5743,80.36145
soybean,2.0,1.0,2.0,Moderate,23.61446,80.42169
soybean,2.0,1.0,2.0,Moderate,23.65462,80.48193
soybean,2.0,1.0,2.0,Moderate,23.69478,80.54217
soybean,2.0,1.0,2.0,Moderate,23.73494,80.60241
soybean,2.0,1.0,2.0,Moderate,23.7751,80.66265
soybean,2.0,1.0,2.0,Moderate,23.81526,80.72289
soybean,2.0,1.0,2.0,Moderate,23.85542,80.78313
soybean,2.0,1.0,2.0,Moderate,23.89558,80.84337
soybean,2.0,1.0,2.0,Moderate,23.93574,80.90361
soybean,2.0,1.0,2.0,Moderate,23.9759,80.96386
soybean,2.0,1.0,2.0,Moderate,24.01606,81.0241
soybean,2.0,1.0,2.0,Moderate,24.05622,81.08434
soybean,2.0,1.0,2.0,Moderate,24.09639,81.14458
soybean,2.0,1.0,2.0,Moderate,24.13655,81.20482
soybean,2.0,1.0,2.0,Moderate,24.17671,81.26506
soybean,2.0,1.0,2.0,Moderate,24.21687,81.3253
soybean,2.0,1.0,2.0,Moderate,24.25703,81.38554
soybean,2.0,1.0,2.0,Moderate,24.29719,81.44578
soybean,2.0,1.0,2.0,Moderate,24.33735,81.50602
soybean,2.0,1.0,2.0,Moderate,24.37751,81.56627
soybean,2.0,1.0,2.0,Moderate,24.41767,81.62651
soybean,2.0,1.0,2.0,Moderate,24.45783,81.68675
soybean,2.0,1.0,2.0,Moderate,24.49799,81.74699
soybean,2.0,1.0,2.0,Moderate,24.53815,81.80723
soybean,2.0,1.0,2.0,Moderate,24.57831,81.86747
soybean,2.0,1.0,2.0,Moderate,24.61847,81.92771
soybean,2.0,1.0,2.0,Moderate,24.65863,81.98795
soybean,2.0,1.0,2.0,Moderate,24.6988,82.04819
soybean,2.0,1.0,2.0,Moderate,24.73896,82.10843
soybean,2.0,1.0,2.0,Moderate,24.77912,82.16867
soybean,2.0,1.0,2.0,Moderate,24.81928,82.22892
soybean,2.0,1.0,2.0,Moderate,24.85944,82.28916
soybean,2.0,1.0,2.0,Moderate,24.8996,82.3494
soybean,2.0,1.0,2.0,Moderate,24.93976,82.40964
soybean,2.0,1.0,2.0,Moderate,24.97992,82.46988
soybean,2.0,1.0,2.0,Moderate,25.02008,82.53012
soybean,2.0,1.0,2.0,Moderate,25.06024,82.59036
soybean,2.0,1.0,2.0,Moderate,25.1004,82.6506
soybean,2.0,1.0,2.0,Moderate,25.14056,82.71084
soybean,2.0,1.0,2.0,Moderate,25.18072,82.77108
soybean,2.0,1.0,2.0,Moderate,25.22088,82.83133
soybean,2.0,1.0,2.0,Moderate,25.26104,82.89157
soybean,2.0,1.0,2.0,Moderate,25.3012,82.95181
soybean,2.0,1.0,2.0,Moderate,25.34137,83.01205
soybean,2.0,1.0,2.0,Moderate,25.38153,83.07229
soybean,2.0,1.0,2.0,Moderate,25.42169,83.13253
soybean,2.0,1.0,2.0,Moderate,25.46185,83.19277
soybean,2.0,1.0,2.0,Moderate,25.50201,83.25301
soybean,2.0,1.0,2.0,Moderate,25.54217,83.31325
soybean,2.0,1.0,2.0,Moderate,25.58233,83.37349
soybean,2.0,1.0,2.0,Moderate,25.62249,83.43373
soybean,2.0,1.0,2.0,Moderate,25.66265,83.49398
soybean,2.0,1.0,2.0,Moderate,25.70281,83.55422
soybean,2.0,1.0,2.0,Moderate,25.74297,83.61446
soybean,2.0,1.0,2.0,Moderate,25.78313,83.6747
soybean,2.0,1.0,2.0,Moderate,25.82329,83.73494
soybean,2.0,1.0,2.0,Moderate,25.86345,83.79518
soybean,2.0,1.0,2.0,Moderate,25.90361,83.85542
soybean,2.0,1.0,2.0,Moderate,25.94378,83.91566
soybean,2.0,1.0,2.0,Moderate,25.98394,83.9759
soybean,2.0,1.0,2.0,Moderate,26.0241,84.03614
soybean,2.0,1.0,2.0,Moderate,26.06426,84.09639
soybean,2.0,1.0,2.0,Moderate,26.10442,84.15663
soybean,2.0,1.0,2.0,Moderate,26.14458,84.21687
soybean,2.0,1.0,2.0,Moderate,26.18474,84.27711
soybean,2.0,1.0,2.0,Moderate,26.2249,84.33735
soybean,2.0,1.0,2.0,Moderate,26.26506,84.39759
soybean,2.0,1.0,2.0,Moderate,26.30522,84.45783
soybean,2.0,1.0,2.0,Moderate,26.34538,84.51807
soybean,2.0,1.0,2.0,Moderate,26.38554,84.57831
soybean,2.0,1.0,2.0,Moderate,26.4257,84.63855
soybean,2.0,1.0,2.0,Moderate,26.46586,84.6988
soybean,2.0,1.0,2.0,Moderate,26.50602,84.75904
soybean,2.0,1.0,2.0,Moderate,26.54618,84.81928
soybean,2.0,1.0,2.0,Moderate,26.58635,84.87952
soybean,2.0,1.0,2.0,Moderate,26.62651,84.93976
soybean,2.0,1.0,2.0,Moderate,26.66667,85.0
soybean,2.0,1.0,2.0,Moderate,26.70683,85.06024
soybean,2.0,1.0,2.0,Moderate,26.74699,85.12048
soybean,2.0,1.0,2.0,Moderate,26.78715,85.18072
soybean,2.0,1.0,2.0,Moderate,26.82731,85.24096
soybean,2.0,1.0,2.0,Moderate,26.86747,85.3012
soybean,2.0,1.0,2.0,Moderate,26.90763,85.36145
soybean,2.0,1.0,2.0,Moderate,26.94779,85.42169
soybean,2.0,1.0,2.0,Moderate,26.98795,85.48193
soybean,2.0,1.0,2.0,Moderate,27.02811,85.54217
soybean,2.0,1.0,2.0,Moderate,27.06827,85.60241
soybean,2.0,1.0,2.0,Moderate,27.10843,85.66265
soybean,2.0,1.0,2.0,Moderate,27.14859,85.72289
soybean,2.0,1.0,2.0,Moderate,27.18876,85.78313
soybean,2.0,1.0,2.0,Moderate,27.22892,85.84337
soybean,2.0,1.0,2.0,Moderate,27.26908,85.90361
soybean,2.0,1.0,2.0,Moderate,27.30924,85.96386
soybean,2.0,1.0,2.0,Moderate,27.3494,86.0241
soybean,2.0,1.0,2.0,Moderate,27.38956,86.08434
soybean,2.0,1.0,2.0,Moderate,27.42972,86.14458
soybean,2.0,1.0,2.0,Moderate,27.46988,86.20482
soybean,2.0,1.0,2.0,Moderate,27.51004,86.26506
soybean,2.0,1.0,2.0,Moderate,27.5502,86.3253
soybean,2.0,1.0,2.0,Moderate,27.59036,86.38554
soybean,2.0,1.0,2.0,Moderate,27.63052,86.44578
soybean,2.0,1.0,2.0,Moderate,27.67068,86.50602
soybean,2.0,1.0,2.0,Moderate,27.71084,86.56627
soybean,2.0,1.0,2.0,Moderate,27.751,86.62651
soybean,2.0,1.0,2.0,Moderate,27.79116,86.68675
soybean,2.0,1.0,2.0,Moderate,27.83133,86.74699
soybean,2.0,1.0,2.0,Moderate,27.87149,86.80723
soybean,2.0,1.0,2.0,Moderate,27.91165,86.86747
soybean,2.0,1.0,2.0,Moderate,27.95181,86.92771
soybean,2.0,1.0,2.0,Moderate,27.99197,86.98795
soybean,2.0,1.0,2.0,Moderate,28.03213,87.04819
soybean,2.0,1.0,2.0,Moderate,28.07229,87.10843
soybean,2.0,1.0,2.0,Moderate,28.11245,87.16867
soybean,2.0,1.0,2.0,Moderate,28.15261,87.22892
soybean,2.0,1.0,2.0,Moderate,28.19277,87.28916
soybean,2.0,1.0,2.0,Moderate,28.23293,87.3494
soybean,2.0,1.0,2.0,Moderate,28.27309,87.40964
soybean,2.0,1.0,2.0,Moderate,28.31325,87.46988
soybean,2.0,1.0,2.0,Moderate,28.35341,87.53012
soybean,2.0,1.0,2.0,Moderate,28.39357,87.59036
soybean,2.0,1.0,2.0,Moderate,28.43373,87.6506
soybean,2.0,1.0,2.0,Moderate,28.4739,87.71084
soybean,2.0,1.0,2.0,Moderate,28.51406,87.77108
soybean,2.0,1.0,2.0,Moderate,28.55422,87.83133
soybean,2.0,1.0,2.0,Moderate,28.59438,87.89157
soybean,2.0,1.0,2.0,Moderate,28.63454,87.95181
soybean,2.0,1.0,2.0,Moderate,28.6747,88.01205
soybean,2.0,1.0,2.0,Moderate,28.71486,88.07229
soybean,2.0,1.0,2.0,Moderate,28.75502,88.13253
soybean,2.0,1.0,2.0,Moderate,28.79518,88.19277
soybean,2.0,1.0,2.0,Moderate,28.83534,88.25301
soybean,2.0,1.0,2.0,Moderate,28.8755,88.31325
soybean,2.0,1.0,2.0,Moderate,28.91566,88.37349
soybean,2.0,1.0,2.0,Moderate,28.95582,88.43373
soybean,2.0,1.0,2.0,Moderate,28.99598,88.49398
soybean,2.0,1.0,2.0,Moderate,29.03614,88.55422
soybean,2.0,1.0,2.0,Moderate,29.07631,88.61446
soybean,2.0,1.0,2.0,Moderate,29.11647,88.6747
soybean,2.0,1.0,2.0,Moderate,29.15663,88.73494
soybean,2.0,1.0,2.0,Moderate,29.19679,88.79518
soybean,2.0,1.0,2.0,Moderate,29.23695,88.85542
soybean,2.0,1.0,2.0,Moderate,29.27711,88.91566
soybean,2.0,1.0,2.0,Moderate,29.31727,88.9759
soybean,2.0,1.0,2.0,Moderate,29.35743,89.03614
soybean,2.0,1.0,2.0,Moderate,29.39759,89.09639
soybean,2.0,1.0,2.0,Moderate,29.43775,89.15663
soybean,2.0,1.0,2.0,Moderate,29.47791,89.21687
soybean,2.0,1.0,2.0,Moderate,29.51807,89.27711
soybean,2.0,1.0,2.0,Moderate,29.55823,89.33735
soybean,2.0,1.0,2.0,Moderate,29.59839,89.39759
soybean,2.0,1.0,2.0,Moderate,29.63855,89.45783
soybean,2.0,1.0,2.0,Moderate,29.67871,89.51807
soybean,2.0,1.0,2.0,Moderate,29.71888,89.57831
soybean,2.0,1.0,2.0,Moderate,29.75904,89.63855
soybean,2.0,1.0,2.0,Moderate,29.7992,89.6988
soybean,2.0,1.0,2.0,Moderate,29.83936,89.75904
soybean,2.0,1.0,2.0,Moderate,29.87952,89.81928
soybean,2.0,1.0,2.0,Moderate,29.91968,89.87952
soybean,2.0,1.0,2.0,Moderate,29.95984,89.93976
soybean,2.0,1.0,2.0,Moderate,30.0,90.0
sunflower,1.0,1.0,2.0,Moderate,20.0,75.0
sunflower,1.0,1.0,2.0,Moderate,20.04016,75.06024
sunflower,1.0,1.0,2.0,Moderate,20.08032,75.12048
sunflower,1.0,1.0,2.0,Moderate,20.12048,75.18072
sunflower,1.0,1.0,2.0,Moderate,20.16064,75.24096
sunflower,1.0,1.0,2.0,Moderate,20.2008,75.3012
sunflower,1.0,1.0,2.0,Moderate,20.24096,75.36145
sunflower,1.0,1.0,2.0,Moderate,20.28112,75.42169
sunflower,1.0,1.0,2.0,Moderate,20.32129,75.48193
sunflower,1.0,1.0,2.0,Moderate,20.36145,75.54217
sunflower,1.0,1.0,2.0,Moderate,20.40161,75.60241
sunflower,1.0,1.0,2.0,Moderate,20.44177,75.66265
sunflower,1.0,1.0,2.0,Moderate,20.48193,75.72289
sunflower,1.0,1.0,2.0,Moderate,20.52209,75.78313
sunflower,1.0,1.0,2.0,Moderate,20.56225,75.84337
sunflower,1.0,1.0,2.0,Moderate,20.60241,75.90361
sunflower,1.0,1.0,2.0,Moderate,20.64257,75.96386
sunflower,1.0,1.0,2.0,Moderate,20.68273,76.0241
sunflower,1.0,1.0,2.0,Moderate,20.72289,76.08434
sunflower,1.0,1.0,2.0,Moderate,20.76305,76.14458
sunflower,1.0,1.0,2.0,Moderate,20.80321,76.20482
sunflower,1.0,1.0,2.0,Moderate,20.84337,76.26506
sunflower,1.0,1.0,2.0,Moderate,20.88353,76.3253
sunflower,1.0,1.0,2.0,Moderate,20.92369,76.38554
sunflower,1.0,1.0,2.0,Moderate,20.96386,76.44578
sunflower,1.0,1.0,2.0,Moderate,21.00402,76.50602
sunflower,1.0,1.0,2.0,Moderate,21.04418,76.56627
sunflower,1.0,1.0,2.0,Moderate,21.08434,76.62651
sunflower,1.0,1.0,2.0,Moderate,21.1245,76.68675
sunflower,1.0,1.0,2.0,Moderate,21.16466,76.74699
sunflower,1.0,1.0,2.0,Moderate,21.20482,76.80723
sunflower,1.0,1.0,2.0,Moderate,21.24498,76.86747
sunflower,1.0,1.0,2.0,Moderate,21.28514,76.92771
sunflower,1.0,1.0,2.0,Moderate,21.3253,76.98795
sunflower,1.0,1.0,2.0,Moderate,21.36546,77.04819
sunflower,1.0,1.0,2.0,Moderate,21.40562,77.10843
sunflower,1.0,1.0,2.0,Moderate,21.44578,77.16867
sunflower,1.0,1.0,2.0,Moderate,21.48594,77.22892
sunflower,1.0,1.0,2.0,Moderate,21.5261,77.28916
sunflower,1.0,1.0,2.0,Moderate,21.56627,77.3494
sunflower,1.0,1.0,2.0,Moderate,21.60643,77.40964
sunflower,1.0,1.0,2.0,Moderate,21.64659,77.46988
sunflower,1.0,1.0,2.0,Moderate,21.68675,77.53012
sunflower,1.0,1.0,2.0,Moderate,21.72691,77.59036
sunflower,1.0,1.0,2.0,Moderate,21.76707,77.6506
sunflower,1.0,1.0,2.0,Moderate,21.80723,77.71084
sunflower,1.0,1.0,2.0,Moderate,21.84739,77.77108
sunflower,1.0,1.0,2.0,Moderate,21.88755,77.83133
sunflower,1.0,1.0,2.0,Moderate,21.92771,77.89157
sunflower,1.0,1.0,2.0,Moderate,21.96787,77.95181
sunflower,1.0,1.0,2.0,Moderate,22.00803,78.01205
sunflower,1.0,1.0,2.0,Moderate,22.04819,78.07229
sunflower,1.0,1.0,2.0,Moderate,22.08835,78.13253
sunflower,1.0,1.0,2.0,Moderate,22.12851,78.19277
sunflower,1.0,1.0,2.0,Moderate,22.16867,78.25301
sunflower,1.0,1.0,2.0,Moderate,22.20884,78.31325
sunflower,1.0,1.0,2.0,Moderate,22.249,78.37349
sunflower,1.0,1.0,2.0,Moderate,22.28916,78.43373
sunflower,1.0,1.0,2.0,Moderate,22.32932,78.49398
sunflower,1.0,1.0,2.0,Moderate,22.36948,78.55422
sunflower,1.0,1.0,2.0,Moderate,22.40964,78.61446
sunflower,1.0,1.0,2.0,Moderate,22.4498,78.6747
sunflower,1.0,1.0,2.0,Moderate,22.48996,78.73494
sunflower,1.0,1.0,2.0,Moderate,22.53012,78.79518
sunflower,1.0,1.0,2.0,Moderate,22.57028,78.85542
sunflower,1.0,1.0,2.0,Moderate,22.61044,78.91566
sunflower,1.0,1.0,2.0,Moderate,22.6506,78.9759
sunflower,1.0,1.0,2.0,Moderate,22.69076,79.03614
sunflower,1.0,1.0,2.0,Moderate,22.73092,79.09639
sunflower,1.0,1.0,2.0,Moderate,22.77108,79.15663
sunflower,1.0,1.0,2.0,Moderate,22.81124,79.21687
sunflower,1.0,1.0,2.0,Moderate,22.85141,79.27711
sunflower,1.0,1.0,2.0,Moderate,22.89157,79.33735
sunflower,1.0,1.0,2.0,Moderate,22.93173,79.39759
sunflower,1.0,1.0,2.0,Moderate,22.97189,79.45783
sunflower,1.0,1.0,2.0,Moderate,23.01205,79.51807
sunflower,1.0,1.0,2.0,Moderate,23.05221,79.57831
sunflower,1.0,1.0,2.0,Moderate,23.09237,79.63855
sunflower,1.0,1.0,2.0,Moderate,23.13253,79.6988
sunflower,1.0,1.0,2.0,Moderate,23.17269,79.75904
sunflower,1.0,1.0,2.0,Moderate,23.21285,79.81928
sunflower,1.0,1.0,2.0,Moderate,23.25301,79.87952
sunflower,1.0,1.0,2.0,Moderate,23.29317,79.93976
sunflower,1.0,1.0,2.0,Moderate,23.33333,80.0
sunflower,1.0,1.0,2.0,Moderate,23.37349,80.06024
sunflower,1.0,1.0,2.0,Moderate,23.41365,80.12048
sunflower,1.0,1.0,2.0,Moderate,23.45382,80.18072
sunflower,1.0,1.0,2.0,Moderate,23.49398,80.24096
sunflower,1.0,1.0,2.0,Moderate,23.53414,80.3012
sunflower,1.0,1.0,2.0,Moderate,23.5743,80.36145
sunflower,1.0,1.0,2.0,Moderate,23.61446,80.42169
sunflower,1.0,1.0,2.0,Moderate,23.65462,80.48193
sunflower,1.0,1.0,2.0,Moderate,23.69478,80.54217
sunflower,1.0,1.0,2.0,Moderate,23.73494,80.60241
sunflower,1.0,1.0,2.0,Moderate,23.7751,80.66265
sunflower,1.0,1.0,2.0,Moderate,23.81526,80.72289
sunflower,1.0,1.0,2.0,Moderate,23.85542,80.78313
sunflower,1.0,1.0,2.0,Moderate,23.89558,80.84337
sunflower,1.0,1.0,2.0,Moderate,23.93574,80.90361
sunflower,1.0,1.0,2.0,Moderate,23.9759,80.96386
sunflower,1.0,1.0,2.0,Moderate,24.01606,81.0241
sunflower,1.0,1.0,2.0,Moderate,24.05622,81.08434
sunflower,1.0,1.0,2.0,Moderate,24.09639,81.14458
sunflower,1.0,1.0,2.0,Moderate,24.13655,81.20482
sunflower,1.0,1.0,2.0,Moderate,24.17671,81.26506
sunflower,1.0,1.0,2.0,Moderate,24.21687,81.3253
sunflower,1.0,1.0,2.0,Moderate,24.25703,81.38554
sunflower,1.0,1.0,2.0,Moderate,24.29719,81.44578
sunflower,1.0,1.0,2.0,Moderate,24.33735,81.50602
sunflower,1.0,1.0,2.0,Moderate,24.37751,81.56627
sunflower,1.0,1.0,2.0,Moderate,24.41767,81.62651
sunflower,1.0,1.0,2.0,Moderate,24.45783,81.68675
sunflower,1.0,1.0,2.0,Moderate,24.49799,81.74699
sunflower,1.0,1.0,2.0,Moderate,24.53815,81.80723
sunflower,1.0,1.0,2.0,Moderate,24.57831,81.86747
sunflower,1.0,1.0,2.0,Moderate,24.61847,81.92771
sunflower,1.0,1.0,2.0,Moderate,24.65863,81.98795
sunflower,1.0,1.0,2.0,Moderate,24.6988,82.04819
sunflower,1.0,1.0,2.0,Moderate,24.73896,82.10843
sunflower,1.0,1.0,2.0,Moderate,24.77912,82.16867
sunflower,1.0,1.0,2.0,Moderate,24.81928,82.22892
sunflower,1.0,1.0,2.0,Moderate,24.85944,82.28916
sunflower,1.0,1.0,2.0,Moderate,24.8996,82.3494
sunflower,1.0,1.0,2.0,Moderate,24.93976,82.40964
sunflower,1.0,1.0,2.0,Moderate,24.97992,82.46988
sunflower,1.0,1.0,2.0,Moderate,25.02008,82.53012
sunflower,1.0,1.0,2.0,Moderate,25.06024,82.59036
sunflower,1.0,1.0,2.0,Moderate,25.1004,82.6506
sunflower,1.0,1.0,2.0,Moderate,25.14056,82.71084
sunflower,1.0,1.0,2.0,Moderate,25.18072,82.77108
sunflower,1.0,1.0,2.0,Moderate,25.22088,82.83133
sunflower,1.0,1.0,2.0,Moderate,25.26104,82.89157
sunflower,1.0,1.0,2.0,Moderate,25.3012,82.95181
sunflower,1.0,1.0,2.0,Moderate,25.34137,83.01205
sunflower,1.0,1.0,2.0,Moderate,25.38153,83.07229
sunflower,1.0,1.0,2.0,Moderate,25.42169,83.13253
sunflower,1.0,1.0,2.0,Moderate,25.46185,83.19277
sunflower,1.0,1.0,2.0,Moderate,25.50201,83.25301
sunflower,1.0,1.0,2.0,Moderate,25.54217,83.31325
sunflower,1.0,1.0,2.0,Moderate,25.58233,83.37349
sunflower,1.0,1.0,2.0,Moderate,25.62249,83.43373
sunflower,1.0,1.0,2.0,Moderate,25.66265,83.49398
sunflower,1.0,1.0,2.0,Moderate,25.70281,83.55422
sunflower,1.0,1.0,2.0,Moderate,25.74297,83.61446
sunflower,1.0,1.0,2.0,Moderate,25.78313,83.6747
sunflower,1.0,1.0,2.0,Moderate,25.82329,83.73494
sunflower,1.0,1.0,2.0,Moderate,25.86345,83.79518
sunflower,1.0,1.0,2.0,Moderate,25.90361,83.85542
sunflower,1.0,1.0,2.0,Moderate,25.94378,83.91566
sunflower,1.0,1.0,2.0,Moderate,25.98394,83.9759
sunflower,1.0,1.0,2.0,Moderate,26.0241,84.03614
sunflower,1.0,1.0,2.0,Moderate,26.06426,84.09639
sunflower,1.0,1.0,2.0,Moderate,26.10442,84.15663
sunflower,1.0,1.0,2.0,Moderate,26.14458,84.21687
sunflower,1.0,1.0,2.0,Moderate,26.18474,84.27711
sunflower,1.0,1.0,2.0,Moderate,26.2249,84.33735
sunflower,1.0,1.0,2.0,Moderate,26.26506,84.39759
sunflower,1.0,1.0,2.0,Moderate,26.30522,84.45783
sunflower,1.0,1.0,2.0,Moderate,26.34538,84.51807
sunflower,1.0,1.0,2.0,Moderate,26.38554,84.57831
sunflower,1.0,1.0,2.0,Moderate,26.4257,84.63855
sunflower,1.0,1.0,2.0,Moderate,26.46586,84.6988
sunflower,1.0,1.0,2.0,Moderate,26.50602,84.75904
sunflower,1.0,1.0,2.0,Moderate,26.54618,84.81928
sunflower,1.0,1.0,2.0,Moderate,26.58635,84.87952
sunflower,1.0,1.0,2.0,Moderate,26.62651,84.93976
sunflower,1.0,1.0,2.0,Moderate,26.66667,85.0
sunflower,1.0,1.0,2.0,Moderate,26.70683,85.06024
sunflower,1.0,1.0,2.0,Moderate,26.74699,85.12048
sunflower,1.0,1.0,2.0,Moderate,26.78715,85.18072
sunflower,1.0,1.0,2.0,Moderate,26.82731,85.24096
sunflower,1.0,1.0,2.0,Moderate,26.86747,85.3012
sunflower,1.0,1.0,2.0,Moderate,26.90763,85.36145
sunflower,1.0,1.0,2.0,Moderate,26.94779,85.42169
sunflower,1.0,1.0,2.0,Moderate,26.98795,85.48193
sunflower,1.0,1.0,2.0,Moderate,27.02811,85.54217
sunflower,1.0,1.0,2.0,Moderate,27.06827,85.60241
sunflower,1.0,1.0,2.0,Moderate,27.10843,85.66265
sunflower,1.0,1.0,2.0,Moderate,27.14859,85.72289
sunflower,1.0,1.0,2.0,Moderate,27.18876,85.78313
sunflower,1.0,1.0,2.0,Moderate,27.22892,85.84337
sunflower,1.0,1.0,2.0,Moderate,27.26908,85.90361
sunflower,1.0,1.0,2.0,Moderate,27.30924,85.96386
sunflower,1.0,1.0,2.0,Moderate,27.3494,86.0241
sunflower,1.0,1.0,2.0,Moderate,27.38956,86.08434
sunflower,1.0,1.0,2.0,Moderate,27.42972,86.14458
sunflower,1.0,1.0,2.0,Moderate,27.46988,86.20482
sunflower,1.0,1.0,2.0,Moderate,27.51004,86.26506
sunflower,1.0,1.0,2.0,Moderate,27.5502,86.3253
sunflower,1.0,1.0,2.0,Moderate,27.59036,86.38554
sunflower,1.0,1.0,2.0,Moderate,27.63052,86.44578
sunflower,1.0,1.0,2.0,Moderate,27.67068,86.50602
sunflower,1.0,1.0,2.0,Moderate,27.71084,86.56627
sunflower,1.0,1.0,2.0,Moderate,27.751,86.62651
sunflower,1.0,1.0,2.0,Moderate,27.79116,86.68675
sunflower,1.0,1.0,2.0,Moderate,27.83133,86.74699
sunflower,1.0,1.0,2.0,Moderate,27.87149,86.80723
sunflower,1.0,1.0,2.0,Moderate,27.91165,86.86747
sunflower,1.0,1.0,2.0,Moderate,27.95181,86.92771
sunflower,1.0,1.0,2.0,Moderate,27.99197,86.98795
sunflower,1.0,1.0,2.0,Moderate,28.03213,87.04819
sunflower,1.0,1.0,2.0,Moderate,28.07229,87.10843
sunflower,1.0,1.0,2.0,Moderate,28.11245,87.16867
sunflower,1.0,1.0,2.0,Moderate,28.15261,87.22892
sunflower,1.0,1.0,2.0,Moderate,28.19277,87.28916
sunflower,1.0,1.0,2.0,Moderate,28.23293,87.3494
sunflower,1.0,1.0,2.0,Moderate,28.27309,87.40964
sunflower,1.0,1.0,2.0,Moderate,28.31325,87.46988
sunflower,1.0,1.0,2.0,Moderate,28.35341,87.53012
sunflower,1.0,1.0,2.0,Moderate,28.39357,87.59036
sunflower,1.0,1.0,2.0,Moderate,28.43373,87.6506
sunflower,1.0,1.0,2.0,Moderate,28.4739,87.71084
sunflower,1.0,1.0,2.0,Moderate,28.51406,87.77108
sunflower,1.0,1.0,2.0,Moderate,28.55422,87.83133
sunflower,1.0,1.0,2.0,Moderate,28.59438,87.89157
sunflower,1.0,1.0,2.0,Moderate,28.63454,87.95181
sunflower,1.0,1.0,2.0,Moderate,28.6747,88.01205
sunflower,1.0,1.0,2.0,Moderate,28.71486,88.07229
sunflower,1.0,1.0,2.0,Moderate,28.75502,88.13253
sunflower,1.0,1.0,2.0,Moderate,28.79518,88.19277
sunflower,1.0,1.0,2.0,Moderate,28.83534,88.25301
sunflower,1.0,1.0,2.0,Moderate,28.8755,88.31325
sunflower,1.0,1.0,2.0,Moderate,28.91566,88.37349
sunflower,1.0,1.0,2.0,Moderate,28.95582,88.43373
sunflower,1.0,1.0,2.0,Moderate,28.99598,88.49398
sunflower,1.0,1.0,2.0,Moderate,29.03614,88.55422
sunflower,1.0,1.0,2.0,Moderate,29.07631,88.61446
sunflower,1.0,1.0,2.0,Moderate,29.11647,88.6747
sunflower,1.0,1.0,2.0,Moderate,29.15663,88.73494
sunflower,1.0,1.0,2.0,Moderate,29.19679,88.79518
sunflower,1.0,1.0,2.0,Moderate,29.23695,88.85542
sunflower,1.0,1.0,2.0,Moderate,29.27711,88.91566
sunflower,1.0,1.0,2.0,Moderate,29.31727,88.9759
sunflower,1.0,1.0,2.0,Moderate,29.35743,89.03614
sunflower,1.0,1.0,2.0,Moderate,29.39759,89.09639
sunflower,1.0,1.0,2.0,Moderate,29.43775,89.15663
sunflower,1.0,1.0,2.0,Moderate,29.47791,89.21687
sunflower,1.0,1.0,2.0,Moderate,29.51807,89.27711
